"","vazaoMedia","vazaoAtual","milimitroHora","milimitroDia","milimitroSeteDias","temperatura","velocidadeVento","costa","cidade","vegetacao","montanha","solo","notas","alagou"
"105",97770,105841,46,39,97,-2,41,"False","False","True","False","Arenoso",NA,"False"
"106",59788,89451,0,20,147,20,25,"False","True","True","False","Humífero","Historicamente alagavel","False"
"107",163039,131923,0,57,210,20,5,"False","False","True","False","Arenoso",NA,"False"
"108",31555,49954,12,10,226,7,30,"False","False","False","True","humífero",NA,"True"
"109",7953,6705,50,37,113,13,22,"False","True","True","False","Arenoso",NA,"False"
"110",29722,40778,35,8,315,11,44,"False","False","False","False","Argiloso",NA,"False"
"111",23609,24093,36,61,269,30,61,"True","False","True","False","Humífero",NA,"False"
"112",50126,72927,43,68,339,16,33,"False","True","True","True","humífero",NA,"False"
"113",30911,30617,5,42,168,11,14,"True","True","True","True","Arenoso",NA,"False"
"114",108897,169756,0,27,9,21,10,"True","True","True","False","Arenoso","Mare alta","True"
"115",30076,49904,56,16,364,10,71,"False","False","True","False","Arenoso",NA,"True"
"116",11836,13185,0,41,97,20,11,"False","False","False","False","Arenoso","Queimada Recente","False"
"117",24619,32003,31,9,144,25,22,"False","False","True","False","Arenoso",NA,"False"
"118",161212,120910,0,27,32,33,23,"False","False","True","False","humífero",NA,"False"
"119",62120,90808,34,57,169,21,31,"False","False","True","False","Humífero",NA,"False"
"120",18520,29515,6,2,244,9,5,"False","True","False","False","Arenoso",NA,"True"
"121",37351,45127,0,39,111,20,7,"False","False","True","False","Arenoso",NA,"False"
"122",50834,78024,13,59,172,19,75,"False","False","True","False","Arenoso","Historicamente alagavel","True"
"123",117985,105193,0,5,54,3,32,"False","False","True","False","Arenoso",NA,"False"
"124",110831,78114,60,30,16,21,28,"True","False","True","True","Arenoso",NA,"False"
"125",107434,182101,0,23,106,25,15,"False","False","True","False","Arenoso","Mare alta","True"
"126",32864,35864,0,13,94,30,12,"False","True","True","False","humífero",NA,"False"
"127",143582,117912,32,6,247,23,24,"False","True","True","False","humífero",NA,"False"
"128",21798,18864,0,37,116,26,17,"True","False","True","True","Humífero",NA,"False"
"129",88471,116831,0,17,309,35,8,"False","False","True","True","Arenoso",NA,"True"
"130",83117,128241,0,57,71,4,7,"False","True","True","False","Argiloso",NA,"True"
"131",49176,61840,0,26,253,-2,8,"False","False","False","True","Arenoso",NA,"False"
"132",37465,28800,22,42,44,22,81,"False","False","True","False","Arenoso","Mare alta","False"
"133",64419,63144,0,80,62,38,33,"False","False","True","True","Arenoso",NA,"True"
"134",61159,113847,0,13,57,29,16,"False","False","False","True","humífero",NA,"True"
"135",29342,43446,11,37,71,22,49,"True","False","True","False","Argiloso",NA,"False"
"136",45713,69451,41,73,79,34,92,"False","False","True","False","Humífero",NA,"True"
"137",171560,191567,0,34,336,5,2,"True","True","True","False","Humífero",NA,"False"
"138",180798,122547,0,18,6,24,21,"False","True","False","False","Argiloso",NA,"False"
"139",111443,141517,7,34,28,23,7,"False","True","True","False","Arenoso","Historicamente alagavel","False"
"140",175296,217560,0,25,205,22,30,"True","False","False","False","Humífero",NA,"False"
"141",72921,59855,0,16,96,13,22,"False","True","True","False","Arenoso",NA,"False"
"142",153769,274692,0,2,117,21,5,"False","False","True","False","Arenoso",NA,"True"
"143",104078,94416,0,31,212,34,25,"False","False","True","True","Argiloso","Mare alta","True"
"144",32860,29092,15,57,165,14,34,"False","False","True","True","Argiloso",NA,"False"
"145",40526,72639,0,20,110,22,7,"False","False","True","False","Arenoso","Historicamente alagavel","True"
"146",29534,38394,3,39,119,39,13,"True","True","False","False","Arenoso",NA,"False"
"147",141299,172946,0,14,204,10,22,"True","False","False","False","Argiloso",NA,"False"
"148",138548,213949,15,2,161,20,41,"False","False","True","True","Argiloso",NA,"True"
"149",45572,44362,34,5,198,36,70,"True","True","False","False","Argiloso",NA,"False"
"150",61734,52514,33,25,207,34,45,"True","False","True","True","Arenoso",NA,"True"
"151",65275,53835,17,27,108,34,36,"False","True","True","False","Arenoso","Queimada Recente","False"
"152",41858,50855,0,5,184,18,33,"False","False","False","False","Arenoso",NA,"False"
"153",66379,53115,0,9,48,33,15,"False","False","True","False","Argiloso",NA,"False"
"154",105870,111969,0,38,15,19,9,"False","False","True","False","Arenoso",NA,"False"
"155",33342,31829,0,55,63,29,8,"False","False","True","False","Arenoso",NA,"False"
"156",10407,11566,12,24,4,20,60,"False","True","True","True","Arenoso",NA,"True"
"157",6758,9735,0,10,212,27,14,"False","False","True","False","Arenoso",NA,"False"
"158",146181,194174,0,43,161,33,14,"False","False","True","False","Arenoso","Mare alta","False"
"159",51293,55459,0,66,83,31,25,"False","False","True","False","Arenoso",NA,"False"
"160",4862,6288,40,66,168,4,71,"True","False","True","False","Argiloso",NA,"False"
"161",81800,84570,41,77,19,24,94,"True","False","True","False","Argiloso",NA,"True"
"162",93428,77142,0,46,62,16,25,"False","False","False","False","Argiloso",NA,"False"
"163",77561,102406,27,40,214,14,26,"False","False","False","False","Arenoso",NA,"False"
"164",148904,130669,0,20,235,-4,17,"False","False","True","True","Arenoso",NA,"False"
"165",87934,112956,4,78,35,15,16,"True","False","True","False","Arenoso",NA,"False"
"166",43898,56141,0,78,164,30,20,"True","False","False","True","Arenoso",NA,"False"
"167",139629,179822,0,13,179,26,8,"False","True","True","True","Arenoso",NA,"False"
"168",95403,98992,21,30,386,-3,44,"False","True","False","False","Argiloso",NA,"False"
"169",49199,53842,0,3,187,31,24,"False","False","True","True","humífero",NA,"True"
"170",57775,63971,0,0,282,20,6,"False","False","True","True","Argiloso",NA,"True"
"171",45238,32299,0,4,76,16,24,"True","True","True","False","Argiloso",NA,"False"
"172",8862,14679,0,70,195,29,22,"False","False","True","True","Humífero",NA,"True"
"173",16003,23761,0,14,252,8,36,"False","False","True","False","Humífero","Mare alta","False"
"174",83606,72027,49,36,19,23,74,"True","False","False","False","Argiloso",NA,"False"
"175",168971,182508,0,7,319,25,6,"False","False","True","False","Argiloso",NA,"False"
"176",13267,18553,0,65,275,34,13,"False","True","False","True","Arenoso",NA,"True"
"177",8620,9519,0,4,161,4,24,"False","False","True","False","Arenoso","Historicamente alagavel","False"
"178",105273,100539,8,8,148,22,6,"True","False","True","True","Humífero",NA,"False"
"179",121176,104469,0,32,321,21,15,"False","False","False","False","Arenoso",NA,"False"
"180",7464,10082,7,48,211,30,22,"True","False","False","True","Arenoso",NA,"False"
"181",9984,9091,9,75,222,21,14,"False","False","True","True","Arenoso",NA,"False"
"182",78715,99416,4,54,315,25,5,"True","True","True","False","Arenoso",NA,"False"
"183",14386,13181,18,54,461,35,59,"False","False","True","True","Arenoso",NA,"True"
"184",21351,12799,0,58,188,30,24,"True","False","False","False","Arenoso",NA,"False"
"185",83913,85370,5,2,338,24,10,"False","False","True","False","Arenoso",NA,"False"
"186",45217,79811,0,49,18,6,9,"True","True","True","True","humífero",NA,"True"
"187",60750,60562,22,2,98,22,80,"False","True","False","False","Arenoso",NA,"False"
"188",64041,58609,0,5,172,8,16,"False","True","False","True","humífero",NA,"False"
"189",15005,16293,8,15,76,10,37,"False","True","True","False","humífero","Historicamente alagavel","False"
"190",9777,16008,0,22,157,4,33,"False","True","True","True","Arenoso",NA,"True"
"191",91343,84041,0,8,92,15,19,"False","True","True","False","Arenoso",NA,"False"
"192",30091,41615,32,44,334,21,31,"True","False","False","True","Arenoso",NA,"False"
"193",60200,39801,49,61,87,30,57,"False","True","True","False","Arenoso",NA,"False"
"194",57718,68140,25,28,4,20,83,"True","True","True","False","Arenoso","Queimada Recente","False"
"195",9845,13567,38,4,69,19,57,"False","False","True","False","Arenoso",NA,"False"
"196",78687,117595,17,11,362,29,86,"False","True","True","False","Arenoso",NA,"False"
"197",116123,165119,17,13,116,29,65,"False","False","True","False","Argiloso",NA,"False"
"198",57084,85383,0,46,89,28,21,"False","False","True","False","Arenoso",NA,"False"
"199",36639,39040,54,2,82,34,64,"True","False","True","True","Arenoso",NA,"True"
"200",12462,19871,4,48,140,23,20,"True","False","False","False","Arenoso",NA,"True"
"201",74281,40777,28,26,296,17,37,"False","True","False","False","Arenoso",NA,"False"
"202",68360,85551,0,15,349,28,13,"False","True","True","True","humífero",NA,"False"
"203",25467,22770,6,17,173,8,9,"False","False","True","True","Humífero",NA,"False"
"204",95743,132882,0,65,72,9,11,"False","True","False","False","Arenoso",NA,"False"
"205",88604,112956,0,28,171,24,23,"True","True","False","True","Arenoso",NA,"False"
"206",65016,73642,0,43,217,25,37,"False","False","True","False","humífero",NA,"False"
"207",99332,112303,0,21,149,18,31,"True","True","False","False","Arenoso",NA,"False"
"208",49990,48622,22,9,339,26,73,"False","False","False","False","Arenoso",NA,"False"
"209",18394,19708,0,31,121,25,15,"False","True","True","True","Arenoso",NA,"False"
"210",141457,137009,17,45,235,22,30,"False","False","True","True","Humífero",NA,"False"
"211",26472,29878,15,5,328,24,79,"False","True","True","True","Arenoso",NA,"False"
"212",88608,116218,0,1,234,4,4,"False","False","True","False","Arenoso",NA,"False"
"213",124244,193704,0,0,32,20,10,"False","False","True","False","Arenoso",NA,"True"
"214",26540,28563,0,48,135,21,12,"False","True","True","False","Arenoso",NA,"False"
"215",30343,26557,0,41,118,11,26,"False","False","False","False","Arenoso",NA,"False"
"216",7693,13964,28,5,251,8,21,"False","False","True","False","Arenoso",NA,"True"
"217",182086,251666,18,38,47,18,82,"False","False","True","True","Argiloso",NA,"False"
"218",69072,110579,0,38,289,29,8,"False","False","True","True","Arenoso",NA,"True"
"219",78407,82191,0,15,38,22,23,"True","True","False","False","Argiloso",NA,"False"
"220",153023,147302,0,9,33,18,11,"False","False","True","False","Arenoso",NA,"False"
"221",7419,9383,2,34,340,20,15,"False","False","False","False","Arenoso",NA,"False"
"222",56389,54126,0,60,23,15,19,"True","False","True","True","Arenoso",NA,"False"
"223",59160,97677,0,6,11,14,14,"False","False","True","True","Arenoso",NA,"True"
"224",18690,20912,35,9,60,34,24,"True","False","True","False","Arenoso",NA,"False"
"225",83363,109255,20,2,91,26,56,"False","False","True","False","Argiloso",NA,"False"
"226",47756,65131,5,17,213,13,29,"True","False","True","False","Arenoso",NA,"False"
"227",157387,192452,0,16,194,11,28,"True","False","True","False","Arenoso",NA,"False"
"228",32887,32567,6,37,115,33,11,"True","False","True","True","Humífero",NA,"True"
"229",100256,186051,18,6,143,31,64,"True","True","True","False","Arenoso",NA,"True"
"230",81701,129589,12,30,143,21,100,"True","False","True","False","Arenoso","Mare alta","True"
"231",11213,17119,24,31,157,19,25,"False","True","False","False","humífero",NA,"True"
"232",59644,81071,0,73,184,31,18,"True","True","False","False","Arenoso","Mare alta","True"
"233",65075,81946,26,29,76,40,59,"False","False","False","False","Arenoso",NA,"False"
"234",6458,6731,32,68,393,26,53,"True","False","False","True","Arenoso",NA,"False"
"235",65111,69341,22,73,27,33,38,"True","True","False","True","Arenoso",NA,"True"
"236",47824,55983,0,28,175,18,24,"False","True","True","False","Arenoso",NA,"False"
"237",58739,92014,20,1,13,9,30,"False","False","True","True","Argiloso",NA,"True"
"238",55493,73574,0,31,75,27,13,"True","False","True","False","Arenoso",NA,"False"
"239",10402,14945,0,57,49,38,16,"False","False","True","False","Arenoso",NA,"False"
"240",102257,81990,0,68,29,12,19,"False","False","True","False","Arenoso",NA,"False"
"241",17298,13353,6,66,216,20,15,"False","False","False","True","Arenoso",NA,"True"
"242",146355,170607,24,33,191,20,55,"True","False","True","False","Arenoso",NA,"False"
"243",114782,138422,0,69,160,29,3,"False","False","True","False","Humífero",NA,"False"
"244",141147,259799,29,12,169,32,24,"True","False","True","True","Arenoso",NA,"True"
"245",133007,134892,15,5,81,11,28,"True","True","False","False","humífero",NA,"False"
"246",18818,11151,6,78,19,26,2,"False","False","False","False","Arenoso",NA,"False"
"247",7840,12291,0,80,217,30,29,"False","True","True","False","Argiloso",NA,"True"
"248",10335,15097,0,99,254,19,19,"False","True","True","False","Arenoso",NA,"False"
"249",28520,24701,56,90,139,10,38,"False","False","True","False","Argiloso","Mare alta","True"
"250",39141,31876,0,32,198,29,10,"False","False","True","False","Arenoso",NA,"False"
"251",42911,58879,0,65,3,5,9,"False","False","False","False","Arenoso",NA,"False"
"252",90753,118526,36,47,31,33,83,"False","False","False","False","Argiloso","Historicamente alagavel","False"
"253",158328,164528,44,72,56,25,50,"False","False","True","False","Arenoso",NA,"True"
"254",35708,38709,13,79,4,17,55,"False","False","True","False","Arenoso",NA,"False"
"255",19323,25516,53,60,56,0,105,"True","False","True","False","Arenoso",NA,"False"
"256",48990,67277,24,18,338,12,59,"False","False","True","True","Arenoso",NA,"False"
"257",56823,50791,3,5,387,7,36,"False","True","True","False","humífero",NA,"False"
"258",3455,5230,0,72,380,20,8,"True","True","True","False","Arenoso","Queimada Recente","True"
"259",113629,129287,10,64,219,21,41,"False","False","True","False","Argiloso",NA,"False"
"260",16472,18735,9,31,257,19,8,"False","True","True","False","Arenoso",NA,"False"
"261",135846,171872,0,18,205,20,22,"True","False","False","False","humífero","Queimada Recente","False"
"262",75064,83010,38,81,76,16,68,"False","False","True","False","Arenoso",NA,"True"
"263",72998,78155,0,17,166,15,5,"True","False","False","True","Humífero",NA,"False"
"264",82446,99777,0,9,21,13,24,"False","False","True","False","Arenoso","Mare alta","False"
"265",147048,251199,0,6,463,11,20,"False","False","True","True","humífero","Historicamente alagavel","True"
"266",64245,88528,14,47,67,30,26,"False","True","True","False","Argiloso","Mare alta","False"
"267",62754,67112,0,59,190,19,19,"False","False","True","False","Arenoso","Historicamente alagavel","False"
"268",13568,18871,18,21,32,13,33,"True","False","True","True","Arenoso",NA,"False"
"269",77995,124517,35,74,164,9,48,"False","False","False","False","humífero",NA,"True"
"270",60716,53369,0,14,324,5,12,"False","False","False","True","Arenoso",NA,"False"
"271",62819,49529,11,31,66,22,47,"True","True","False","False","Arenoso",NA,"False"
"272",123015,159355,0,19,226,30,19,"False","False","True","False","Arenoso",NA,"False"
"273",54123,32547,0,1,171,20,6,"True","False","True","True","Arenoso",NA,"False"
"274",124561,153730,7,60,320,39,9,"False","False","True","True","humífero",NA,"True"
"275",33909,31256,0,20,30,17,14,"False","False","True","True","Arenoso",NA,"False"
"276",24648,28532,0,37,408,31,6,"False","False","False","False","Argiloso",NA,"False"
"277",45543,71108,0,62,208,19,15,"False","False","False","False","Arenoso",NA,"True"
"278",4304,6381,7,51,94,0,6,"True","True","False","False","Arenoso",NA,"False"
"279",152112,133652,17,53,315,26,26,"False","False","True","False","Arenoso","Historicamente alagavel","False"
"280",69836,59944,0,79,384,29,6,"False","False","True","False","Argiloso",NA,"False"
"281",42805,49372,48,5,114,18,90,"False","False","True","False","Argiloso",NA,"False"
"282",60257,103639,3,9,101,36,34,"False","False","True","False","Arenoso","Mare alta","True"
"283",58353,60277,0,50,121,1,8,"False","True","True","False","Arenoso",NA,"False"
"284",18419,27824,0,26,3,17,11,"False","False","True","False","Arenoso",NA,"True"
"285",68174,58440,46,46,426,14,53,"False","False","True","False","Arenoso",NA,"False"
"286",73507,71672,35,16,178,36,64,"False","False","False","True","Arenoso",NA,"True"
"287",150955,208733,45,36,110,27,51,"False","False","True","True","Arenoso",NA,"False"
"288",15600,16077,26,39,102,8,37,"False","True","True","False","Argiloso",NA,"False"
"289",161240,220333,0,66,64,19,25,"True","True","True","False","Arenoso",NA,"False"
"290",67408,68638,4,43,48,12,18,"True","False","False","False","Arenoso",NA,"False"
"291",113126,106893,0,19,344,18,14,"True","False","True","True","Humífero","Queimada Recente","False"
"292",17709,18541,5,16,41,12,13,"True","True","False","True","Argiloso","Queimada Recente","False"
"293",29625,39314,45,25,253,33,29,"False","False","True","False","Arenoso",NA,"False"
"294",65227,106141,36,10,177,26,66,"True","False","False","True","humífero",NA,"True"
"295",24372,40073,0,25,19,20,11,"True","True","False","False","Argiloso",NA,"True"
"296",97316,81401,26,12,38,4,94,"False","True","False","False","Humífero","Historicamente alagavel","False"
"297",27770,41893,0,19,16,-2,10,"True","False","True","False","Arenoso",NA,"True"
"298",52036,54379,28,27,17,18,76,"False","False","True","False","Humífero",NA,"False"
"299",124078,128689,0,14,162,20,27,"False","False","True","False","Argiloso","Historicamente alagavel","False"
"300",129281,186241,11,33,325,23,34,"False","False","False","False","Argiloso",NA,"False"
"301",74987,82358,12,79,321,18,31,"False","False","False","False","Humífero",NA,"False"
"302",60109,103181,6,10,26,36,2,"True","True","True","False","Arenoso",NA,"True"
"303",59255,83098,0,5,155,35,21,"False","True","True","False","Arenoso","Queimada Recente","False"
"304",53383,52414,0,3,450,16,8,"True","True","True","False","Arenoso",NA,"True"
"305",15320,13196,0,61,335,25,25,"False","True","False","False","Arenoso",NA,"False"
"306",17954,20669,29,11,83,10,90,"False","True","True","False","Arenoso",NA,"False"
"307",26759,44757,17,78,94,-2,35,"False","True","True","False","Argiloso","Queimada Recente","True"
"308",25075,17332,16,10,67,19,62,"True","False","True","False","Argiloso",NA,"False"
"309",97307,133647,51,13,55,11,74,"True","False","True","False","Arenoso",NA,"False"
"310",17175,19239,27,7,298,15,40,"False","False","True","False","Humífero",NA,"False"
"311",118502,114564,55,77,157,14,46,"False","False","True","True","Argiloso",NA,"True"
"312",105432,88019,37,77,142,6,44,"True","False","False","False","Arenoso",NA,"True"
"313",22574,31110,0,48,332,16,16,"False","False","True","False","Argiloso",NA,"False"
"314",53921,69573,0,23,6,28,27,"False","False","True","False","Humífero",NA,"False"
"315",46680,46982,0,13,145,12,12,"True","True","True","False","Argiloso",NA,"False"
"316",17901,16667,0,10,18,13,11,"True","False","True","False","Arenoso",NA,"False"
"317",71800,82676,12,19,314,28,38,"False","False","True","False","Argiloso",NA,"False"
"318",133119,98048,43,34,99,7,21,"True","False","True","True","Argiloso","Historicamente alagavel","False"
"319",44574,28701,10,11,401,21,30,"False","True","True","False","Argiloso",NA,"True"
"320",36061,60935,30,67,87,24,20,"True","True","False","True","Arenoso",NA,"True"
"321",95896,142459,0,8,228,26,15,"True","True","True","False","Arenoso",NA,"False"
"322",131719,123488,0,17,96,18,23,"False","False","False","False","Arenoso",NA,"False"
"323",115877,143270,21,29,27,27,21,"True","False","True","False","Argiloso",NA,"False"
"324",26458,22851,24,17,108,20,47,"False","False","False","False","Arenoso",NA,"False"
"325",6698,11663,0,10,33,4,15,"False","False","False","True","Arenoso",NA,"True"
"326",64973,77755,32,35,276,30,42,"False","True","True","True","Argiloso",NA,"False"
"327",60982,100874,41,23,82,21,41,"False","False","True","False","Arenoso",NA,"True"
"328",55331,30014,0,53,90,11,8,"False","False","True","False","Arenoso",NA,"False"
"329",39644,35726,0,18,112,-1,9,"False","True","False","True","Argiloso",NA,"False"
"330",18124,27465,0,74,260,21,16,"True","True","True","True","Argiloso",NA,"True"
"331",54076,79120,9,36,314,22,13,"True","False","True","True","Arenoso","Mare alta","True"
"332",5500,3553,0,48,47,12,11,"False","False","True","True","Arenoso","Historicamente alagavel","False"
"333",92237,74007,0,24,180,19,24,"False","True","False","False","Arenoso",NA,"False"
"334",89704,47456,28,38,182,10,81,"False","True","True","False","Argiloso","Mare alta","False"
